lon,lat,E,N,chainage1,chainage2,deltaE,deltaN,heading1,heading_medfilt,heading_movmean,piecenum,rad_heading_movmean,rad_delta_heading
113.14904,37.86922,-2765.5,5984.62,70.22,6593.72,-5.27,11.3,334.9958,334.9958,334.9861,9,5.84660972,6.336e-05
113.14898,37.86932,-2770.77,5995.91,70.23,6606.18,-5.31,11.39,335.0319,334.9958,334.9897,9,5.84667308,-0.00016123
113.14893,37.86943,-2776.08,6007.31,70.25,6618.75,-5.37,11.47,334.9177,334.9958,334.9805,9,5.84651185,-0.00010671
113.14887,37.86953,-2781.45,6018.78,70.26,6631.42,-5.38,11.56,335.0363,334.9652,334.9743,9,5.84640514,-0.00010671
113.14881,37.86964,-2786.83,6030.33,70.28,6644.17,-5.44,11.65,334.9496,334.9496,334.9682,9,5.84629843,1.848e-05
113.14875,37.86974,-2792.27,6041.98,70.29,6657.02,-5.48,11.73,334.9652,334.9652,334.9693,9,5.84631691,0.00012518
113.14869,37.86985,-2797.75,6053.72,70.31,6669.97,-5.53,11.81,334.9217,334.9652,334.9765,9,5.84644209,0.00017969
113.14863,37.86996,-2803.28,6065.53,70.32,6683.01,-5.55,11.9,335.0173,335.0011,334.9868,9,5.84662178,-1.42e-05
113.14857,37.87007,-2808.82,6077.43,70.34,6696.14,-5.59,11.99,335.0011,335.0011,334.9859,9,5.84660758,-1.421e-05
113.14851,37.87018,-2814.42,6089.42,70.35,6709.38,-5.63,12.08,335.0197,335.0011,334.9851,9,5.84659337,-0.0001394
113.14845,37.87029,-2820.05,6101.51,70.37,6722.71,-5.68,12.17,334.956,334.9612,334.9771,9,5.84645397,-0.00012842
113.14839,37.8704,-2825.73,6113.67,70.38,6736.14,-5.74,12.26,334.9179,334.9612,334.9698,9,5.84632555,-0.00012843
113.14833,37.87051,-2831.47,6125.93,70.4,6749.67,-5.77,12.35,334.9612,334.9612,334.9624,9,5.84619712,1.097e-05
113.14826,37.87062,-2837.24,6138.28,70.41,6763.3,-5.8,12.45,335.0355,334.9643,334.963,9,5.84620809,1.096e-05
113.1482,37.87073,-2843.03,6150.73,70.43,6777.03,-5.85,12.53,334.9643,334.9643,334.9637,9,5.84621905,3.698e-05
113.14814,37.87085,-2848.88,6163.26,70.44,6790.86,-5.89,12.63,335.0044,334.9643,334.9658,9,5.84625603,2.602e-05
113.14808,37.87096,-2854.77,6175.89,70.46,6804.8,-5.95,12.7,334.8924,334.9643,334.9673,9,5.84628205,2.602e-05
113.14801,37.87108,-2860.72,6188.59,70.47,6818.82,-5.99,12.79,334.9144,334.9718,334.9688,9,5.84630807,2.601e-05
113.14795,37.8712,-2866.71,6201.38,70.49,6832.95,-6.01,12.9,335.0225,334.9718,334.9703,9,5.84633408,2.602e-05
113.14788,37.87131,-2872.72,6214.28,70.5,6847.18,-6.06,12.99,334.9718,334.9718,334.9718,9,5.8463601,0.00012916
113.14782,37.87143,-2878.79,6227.27,70.52,6861.51,-6.08,13.06,335.0214,334.9718,334.9792,9,5.84648926,-7.248e-05
113.14775,37.87155,-2884.87,6240.33,70.53,6875.92,-6.16,13.15,334.8829,334.9718,334.975,9,5.84641678,-7.248e-05
113.14768,37.87167,-2891.03,6253.48,70.55,6890.44,-6.2,13.23,334.8814,335.0088,334.9709,9,5.8463443,2.117e-05
113.14762,37.87179,-2897.23,6266.7,70.56,6905.05,-6.22,13.35,335.0088,334.951,334.9721,9,5.84636547,2.116e-05
113.14755,37.87191,-2903.46,6280.05,70.58,6919.78,-6.25,13.43,335.0498,334.951,334.9733,9,5.84638663,-0.0001629
113.14748,37.87203,-2909.71,6293.48,70.59,6934.59,-6.31,13.51,334.951,334.9778,334.9639,9,5.84622373,3.874e-05
113.14741,37.87216,-2916.02,6306.99,70.61,6949.5,-6.38,13.6,334.8757,334.9778,334.9662,9,5.84626247,3.874e-05
113.14734,37.87228,-2922.4,6320.59,70.62,6964.52,-6.39,13.68,334.9778,334.9621,334.9684,9,5.84630121,-5.49e-05
113.14728,37.87241,-2928.78,6334.28,70.64,6979.62,-6.43,13.79,335.0145,334.9621,334.9652,9,5.84624631,-6.251e-05
113.14721,37.87253,-2935.21,6348.06,70.65,6994.84,-6.47,13.85,334.9621,334.9621,334.9617,9,5.8461838,-9.974e-05
113.14714,37.87266,-2941.68,6361.92,70.67,7010.13,-6.53,13.95,334.9335,334.9621,334.9559,9,5.84608406,-7.81e-05
113.14707,37.87278,-2948.21,6375.87,70.68,7025.53,-6.56,14.05,334.9599,334.9599,334.9515,9,5.84600596,-0.00018
113.147,37.87291,-2954.77,6389.92,70.7,7041.04,-6.59,14.15,335.0253,334.9335,334.9412,9,5.84582596,-0.00018
113.14692,37.87304,-2961.36,6404.07,70.71,7056.65,-6.67,14.25,334.9105,334.9397,334.9308,9,5.84564596,-7.049e-05
113.14685,37.87317,-2968.04,6418.33,70.73,7072.39,-6.71,14.33,334.9009,334.9105,334.9268,9,5.84557547,0.00018152
113.14678,37.8733,-2974.75,6432.65,70.74,7088.21,-6.74,14.41,334.9397,334.9105,334.9372,9,5.84575699,0.00022351
113.14671,37.87343,-2981.48,6447.06,70.76,7104.12,-6.77,14.44,334.8979,334.9397,334.95,9,5.8459805,0.00032681
113.14663,37.87356,-2988.25,6461.51,70.77,7120.07,-6.71,14.41,335.0221,334.9855,334.9687,9,5.84630731,0.0003254
113.14656,37.87369,-2994.96,6475.91,70.79,7135.96,-6.68,14.32,334.9855,335.0037,334.9874,9,5.84663271,0.00022491
113.14649,37.87383,-3001.65,6490.24,70.8,7151.77,-6.66,14.28,335.0037,335.0042,335.0003,9,5.84685762,6.502e-05
113.14642,37.87396,-3008.3,6504.52,70.82,7167.52,-6.63,14.28,335.0902,335.0037,335.004,9,5.84692264,-0.00016184
113.14635,37.87409,-3014.93,6518.79,70.83,7183.26,-6.64,14.24,335.0042,335.0042,334.9947,9,5.8467608,-0.00021443
113.14627,37.87421,-3021.57,6533.03,70.85,7198.97,-6.65,14.2,334.8834,335.0042,334.9824,9,5.84654637,-0.00016184
113.1462,37.87434,-3028.22,6547.23,70.86,7214.65,-6.6,14.17,335.0162,334.9574,334.9732,9,5.84638453,-0.00016325
113.14613,37.87447,-3034.83,6561.39,70.88,7230.28,-6.6,14.13,334.9574,334.9427,334.9638,9,5.84622128,-0.00021443
113.14606,37.8746,-3041.43,6575.52,70.89,7245.87,-6.59,14.1,334.9427,334.9574,334.9515,9,5.84600685,-7.378e-05
113.14599,37.87473,-3048.02,6589.61,70.91,7261.43,-6.58,14.07,334.9362,334.9574,334.9473,9,5.84593307,-0.00018925
113.14592,37.87486,-3054.6,6603.69,70.92,7276.96,-6.55,14.04,334.9761,334.9427,334.9364,9,5.84574382,-0.00024044
113.14585,37.87499,-3061.15,6617.73,70.94,7292.46,-6.55,14.03,334.9596,334.9362,334.9227,9,5.84550338,-0.00024043
113.14578,37.87511,-3067.71,6631.76,70.95,7307.94,-6.56,14,334.8885,334.8885,334.9089,9,5.84526295,-0.0001075
113.1457,37.87524,-3074.27,6645.76,70.97,7323.4,-6.56,13.98,334.8537,334.8885,334.9027,9,5.84515545,-2.27e-06
113.14563,37.87537,-3080.83,6659.73,70.98,7338.85,-6.55,13.95,334.8387,334.8885,334.9026,9,5.84515318,0.00029362
113.14556,37.8755,-3087.38,6673.68,71,7354.26,-6.53,13.94,334.9119,334.9119,334.9194,9,5.8454468,0.00029361
113.14549,37.87562,-3093.91,6687.62,71.01,7369.64,-6.48,13.92,335.0339,334.9356,334.9363,9,5.84574041,0.00029362
113.14542,37.87575,-3100.39,6701.54,71.03,7385,-6.45,13.9,335.0944,334.9726,334.9531,9,5.84603403,0.00011375
113.14535,37.87588,-3106.84,6715.44,71.04,7400.32,-6.48,13.85,334.9356,334.9726,334.9596,9,5.84614778,0.00012924
113.14528,37.876,-3113.32,6729.29,71.06,7415.62,-6.46,13.84,334.9726,334.9726,334.967,9,5.84627702,-5.534e-05
113.14521,37.87613,-3119.78,6743.13,71.07,7430.89,-6.46,13.81,334.9291,334.9445,334.9638,9,5.84622168,1.312e-05
113.14514,37.87625,-3126.24,6756.94,71.09,7446.14,-6.43,13.78,334.9764,334.9726,334.9646,9,5.8462348,-5.534e-05
113.14507,37.87638,-3132.67,6770.72,71.1,7461.35,-6.42,13.74,334.9445,334.9568,334.9614,9,5.84617946,4.277e-05
113.145,37.8765,-3139.1,6784.46,71.12,7476.51,-6.38,13.69,335.0228,334.9764,334.9639,9,5.84622223,-0.00018534
113.14493,37.87663,-3145.48,6798.15,71.13,7491.62,-6.38,13.65,334.9568,334.9568,334.9532,9,5.84603689,-0.00013001
113.14487,37.87675,-3151.85,6811.8,71.15,7506.69,-6.34,13.6,335.0031,334.9568,334.9458,9,5.84590688,-0.00019847
113.1448,37.87688,-3158.19,6825.4,71.16,7521.69,-6.32,13.51,334.9195,334.9195,334.9344,9,5.84570841,1.446e-05
113.14473,37.877,-3164.52,6838.91,71.18,7536.6,-6.3,13.44,334.8851,334.9195,334.9352,9,5.84572287,1.447e-05
113.14466,37.87712,-3170.82,6852.36,71.19,7551.45,-6.27,13.33,334.8014,334.9195,334.9361,9,5.84573734,0.00014446
113.14459,37.87724,-3177.09,6865.69,71.21,7566.19,-6.18,13.24,334.9672,334.9609,334.9444,9,5.8458818,-3.67e-06
113.14453,37.87736,-3183.27,6878.93,71.22,7580.8,-6.13,13.17,335.0522,334.9609,334.9441,9,5.84587813,-3.66e-06
113.14446,37.87748,-3189.4,6892.1,71.24,7595.33,-6.1,13.06,334.9609,334.9609,334.9439,9,5.84587447,-0.00014813
113.14439,37.8776,-3195.5,6905.16,71.25,7609.74,-6.07,12.93,334.8429,334.9185,334.9354,9,5.84572634,-0.00011623
113.14433,37.87772,-3201.57,6918.09,71.27,7624.02,-6.01,12.83,334.9184,334.9185,334.9288,9,5.84561011,-8.434e-05
113.14426,37.87784,-3207.58,6930.92,71.28,7638.19,-6,12.81,334.9185,334.9185,334.924,9,5.84552577,6.378e-05
113.1442,37.87795,-3213.58,6943.73,71.3,7652.34,-5.99,12.8,334.9276,334.9276,334.9276,9,5.84558955,8.971e-05
113.14413,37.87807,-3219.57,6956.53,71.31,7666.47,-5.99,12.8,334.9367,334.9367,334.9328,9,5.84567926,0.00010845
113.14407,37.87819,-3225.55,6969.34,71.33,7680.61,-5.98,12.79,334.9495,334.9367,334.939,9,5.84578771,0.00017831
113.14401,37.8783,-3231.53,6982.13,71.34,7694.73,-5.98,12.79,334.9442,334.9442,334.9492,9,5.84596602,0.00014643
113.14394,37.87842,-3237.51,6994.92,71.36,7708.85,-5.99,12.79,334.917,334.9495,334.9576,9,5.84611245,0.00014644
113.14388,37.87854,-3243.5,7007.71,71.37,7722.97,-5.97,12.8,334.9861,334.9787,334.966,9,5.84625889,0.00012051
113.14381,37.87865,-3249.47,7020.51,71.39,7737.09,-5.99,12.83,334.9787,334.9787,334.9729,9,5.8463794,0.00016745
113.14375,37.87877,-3255.46,7033.34,71.4,7751.25,-5.96,12.82,335.0604,334.9787,334.9825,9,5.84654685,6.568e-05
113.14368,37.87889,-3261.42,7046.16,71.42,7765.39,-5.99,12.79,334.9191,334.9787,334.9862,9,5.84661253,0.00021514
113.14362,37.879,-3267.41,7058.95,71.43,7779.51,-5.99,12.78,334.8901,334.9975,334.9985,9,5.84682767,0.00021514
113.14355,37.87912,-3273.4,7071.73,71.45,7793.62,-5.95,12.76,334.9975,334.9975,335.0109,9,5.84704281,0.00021515
113.14349,37.87923,-3279.35,7084.49,71.46,7807.71,-5.93,12.75,335.0761,335.0403,335.0232,9,5.84725796,-4.794e-05
113.14342,37.87935,-3285.27,7097.24,71.48,7821.77,-5.91,12.73,335.1075,335.0403,335.0205,10,5.84721002,-9.695e-05
113.14336,37.87947,-3291.18,7109.97,71.49,7835.8,-5.91,12.69,335.0403,335.0403,335.0149,10,5.84711307,-0.00024641
113.1433,37.87958,-3297.09,7122.66,71.51,7849.8,-5.91,12.65,334.9838,334.9838,335.0008,10,5.84686666,-0.0002464
113.14323,37.8797,-3302.99,7135.32,71.52,7863.76,-5.9,12.61,334.9417,334.9697,334.9867,10,5.84662026,-0.00019352
113.14317,37.87981,-3308.89,7147.93,71.54,7877.68,-5.88,12.58,334.9566,334.9697,334.9756,10,5.84642674,0.00013077
113.14311,37.87993,-3314.76,7160.5,71.55,7891.56,-5.86,12.55,334.9697,334.9697,334.9831,10,5.84655751,0.00027184
113.14304,37.88004,-3320.62,7173.05,71.57,7905.41,-5.83,12.5,334.9849,334.9849,334.9986,10,5.84682935,0.00027183
113.14298,37.88015,-3326.45,7185.55,71.58,7919.2,-5.8,12.47,335.0484,335.0212,335.0142,10,5.84710118,0.00017978
113.14292,37.88027,-3332.26,7198.02,71.6,7932.96,-5.79,12.45,335.0656,335.0476,335.0245,10,5.84728096,8.952e-05
113.14285,37.88038,-3338.04,7210.47,71.61,7946.69,-5.78,12.4,335.0212,335.0476,335.0296,10,5.84737048,-3.737e-05
113.14279,37.88049,-3343.82,7222.87,71.63,7960.36,-5.77,12.39,335.0476,335.0212,335.0275,10,5.84733311,-0.00012942
113.14273,37.88061,-3349.59,7235.26,71.64,7974.03,-5.77,12.37,334.9991,335.0105,335.0201,10,5.84720369,-0.00010933
113.14267,37.88072,-3355.35,7247.63,71.66,7987.68,-5.76,12.35,335.0105,335.0105,335.0138,10,5.84709436,-1.728e-05
113.14261,37.88083,-3361.11,7259.98,71.67,8001.31,-5.78,12.36,334.9598,335.0105,335.0128,10,5.84707708,2.009e-05
113.14254,37.88094,-3366.89,7272.34,71.69,8014.95,-5.76,12.36,335.0163,335.0163,335.014,10,5.84709717,4.682e-05
113.14248,37.88106,-3372.64,7284.7,71.7,8028.58,-5.76,12.36,335.0257,335.0163,335.0167,10,5.84714399,-0.00010429
113.14242,37.88117,-3378.4,7297.06,71.72,8042.22,-5.76,12.37,335.0333,335.0163,335.0107,10,5.8470397,-0.00012438
113.14236,37.88128,-3384.16,7309.43,71.73,8055.86,-5.78,12.37,334.9807,335.024,335.0036,10,5.84691532,-3.277e-05
113.14229,37.8814,-3389.94,7321.8,71.75,8069.52,-5.78,12.38,334.9601,334.9807,335.0017,10,5.84688255,-5e-08
113.14223,37.88151,-3395.72,7334.18,71.76,8083.18,-5.77,12.38,335.024,334.9807,335.0017,10,5.8468825,-5.951e-05
113.14217,37.88162,-3401.49,7346.56,71.78,8096.84,-5.8,12.38,334.8908,335.0069,334.9983,10,5.84682299,9.159e-05
113.14211,37.88173,-3407.29,7358.94,71.79,8110.51,-5.78,12.4,335.0276,335.0163,335.0035,10,5.84691458,-7.769e-05
113.14204,37.88185,-3413.06,7371.35,71.81,8124.2,-5.79,12.43,335.0069,335.0069,334.9991,10,5.84683689,-0.00016929
113.14198,37.88196,-3418.86,7383.78,71.82,8137.91,-5.79,12.44,335.0163,335.0069,334.9894,10,5.8466676,-0.00023474
113.14192,37.88207,-3424.65,7396.21,71.84,8151.63,-5.82,12.45,334.949,334.9584,334.9759,10,5.84643286,-0.00016929
113.14186,37.88219,-3430.47,7408.67,71.85,8165.38,-5.82,12.46,334.9584,334.9584,334.9662,10,5.84626357,-0.00012352
113.14179,37.8823,-3436.3,7421.13,71.87,8179.13,-5.83,12.47,334.9435,334.949,334.9592,10,5.84614005,4.577e-05
113.14173,37.88241,-3442.13,7433.6,71.88,8192.9,-5.81,12.51,335.0736,334.9584,334.9618,10,5.84618582,4.577e-05
113.14167,37.88253,-3447.94,7446.11,71.9,8206.69,-5.85,12.5,334.9176,334.9715,334.9644,10,5.84623159,7.849e-05
113.1416,37.88264,-3453.79,7458.6,71.91,8220.49,-5.84,12.51,334.9734,334.9715,334.9689,10,5.84631008,4.503e-05
113.14154,37.88275,-3459.63,7471.11,71.93,8234.29,-5.85,12.53,334.9715,334.9715,334.9715,10,5.84635511,-7.4e-07
113.14148,37.88287,-3465.48,7483.64,71.94,8248.12,-5.86,12.54,334.9604,334.9715,334.9714,10,5.84635437,-7.4e-07
113.14141,37.88298,-3471.34,7496.18,71.96,8261.96,-5.87,12.59,335.0065,334.9713,334.9714,10,5.84635363,-7.4e-07
113.14135,37.8831,-3477.2,7508.77,71.97,8275.85,-5.89,12.61,334.9696,334.9713,334.9713,10,5.84635289,1.838e-05
113.14129,37.88321,-3483.09,7521.37,71.99,8289.76,-5.9,12.65,334.9713,334.9713,334.9724,10,5.84637127,3.73e-05
113.14122,37.88333,-3488.99,7534.02,72,8303.71,-5.91,12.67,334.9768,334.9713,334.9745,10,5.84640857,3.731e-05
113.14116,37.88344,-3494.91,7546.69,72.02,8317.7,-5.94,12.69,334.9072,334.9768,334.9767,10,5.84644588,3.731e-05
113.1411,37.88356,-3500.85,7559.37,72.03,8331.7,-5.93,12.74,335.0277,334.982,334.9788,10,5.84648319,3.731e-05
113.14103,37.88367,-3506.78,7572.11,72.05,8345.76,-5.96,12.77,334.982,334.982,334.9809,10,5.8465205,-0.00014649
113.14097,37.88379,-3512.74,7584.88,72.06,8359.85,-5.96,12.81,335.049,334.982,334.9726,10,5.84637401,-0.00019583
113.1409,37.88391,-3518.7,7597.7,72.08,8373.98,-6.01,12.84,334.9004,334.982,334.9613,10,5.84617818,-0.00019582
113.14084,37.88402,-3524.72,7610.54,72.09,8388.16,-6.02,12.86,334.9348,334.9348,334.9501,10,5.84598236,-0.00019583
113.14077,37.88414,-3530.73,7623.4,72.11,8402.36,-6.03,12.92,334.9977,334.9259,334.9389,10,5.84578653,-0.00019583
113.14071,37.88426,-3536.76,7636.32,72.12,8416.62,-6.06,12.95,334.9259,334.9259,334.9277,10,5.8455907,0.00011892
113.14064,37.88438,-3542.82,7649.27,72.14,8430.92,-6.08,12.97,334.8938,334.9259,334.9345,10,5.84570962,0.00015006
113.14058,37.88449,-3548.9,7662.24,72.15,8445.25,-6.11,12.99,334.8278,334.9259,334.9431,10,5.84585968,0.00015007
113.14051,37.88461,-3555,7675.24,72.17,8459.6,-6.08,13.02,334.9689,334.9689,334.9517,10,5.84600975,0.00014362
113.14044,37.88473,-3561.08,7688.26,72.18,8473.97,-6.09,13.05,334.9884,334.9689,334.9599,10,5.84615337,0.00014363
113.14038,37.88485,-3567.17,7701.31,72.2,8488.37,-6.06,13.09,335.15,334.9689,334.9681,10,5.846297,-5.589e-05
113.14031,37.88497,-3573.24,7714.4,72.21,8502.8,-6.12,13.09,334.9529,334.967,334.9649,10,5.84624111,-2.458e-05
113.14025,37.88509,-3579.36,7727.49,72.23,8517.25,-6.13,13.12,334.967,334.967,334.9635,10,5.84621653,-7.4e-05
113.14018,37.88521,-3585.48,7740.61,72.24,8531.73,-6.14,13.12,334.9423,334.9529,334.9593,10,5.84614253,-1.814e-05
113.14011,37.88533,-3591.62,7753.73,72.26,8546.22,-6.13,13.14,334.9989,334.9618,334.9583,10,5.84612439,-6.757e-05
113.14005,37.88545,-3597.74,7766.87,72.27,8560.71,-6.15,13.17,334.9477,334.9477,334.9544,10,5.84605682,7.39e-06
113.13998,37.88557,-3603.9,7780.04,72.29,8575.25,-6.15,13.17,334.9618,334.9618,334.9548,10,5.84606421,-2.392e-05
113.13992,37.88569,-3610.05,7793.21,72.3,8589.79,-6.16,13.18,334.9425,334.9477,334.9534,10,5.84604029,6.888e-05
113.13985,37.88581,-3616.21,7806.39,72.32,8604.34,-6.15,13.21,335.0164,334.955,334.9574,10,5.84610917,1.945e-05
113.13978,37.88593,-3622.37,7819.6,72.33,8618.91,-6.18,13.2,334.9092,334.955,334.9585,10,5.84612862,6.887e-05
113.13972,37.88605,-3628.55,7832.8,72.35,8633.49,-6.17,13.21,334.955,334.9674,334.9624,10,5.84619749,4.338e-05
113.13965,37.88617,-3634.72,7846.01,72.36,8648.07,-6.16,13.21,334.9937,334.9674,334.9649,10,5.84624087,4.337e-05
113.13958,37.88629,-3640.89,7859.23,72.38,8662.65,-6.17,13.22,334.9674,334.9674,334.9674,10,5.84628424,-3.005e-05
113.13952,37.88641,-3647.06,7872.44,72.39,8677.24,-6.16,13.22,335.0096,334.9674,334.9657,10,5.84625419,-3.005e-05
113.13945,37.88653,-3653.22,7885.67,72.41,8691.83,-6.18,13.22,334.9394,334.9674,334.964,10,5.84622414,9.883e-05
113.13938,37.88665,-3659.4,7898.89,72.42,8706.42,-6.18,13.23,334.9588,334.9588,334.9696,10,5.84632297,9.883e-05
113.13932,37.88677,-3665.58,7912.12,72.44,8721.02,-6.16,13.25,335.0466,334.9588,334.9753,10,5.8464218,2.539e-05
113.13925,37.88689,-3671.75,7925.37,72.45,8735.63,-6.21,13.25,334.8958,334.9957,334.9767,10,5.84644719,5.544e-05
113.13918,37.88701,-3677.96,7938.62,72.47,8750.27,-6.18,13.27,335.0132,334.9957,334.9799,10,5.84650263,3.723e-05
113.13911,37.88713,-3684.14,7951.88,72.48,8764.9,-6.19,13.27,334.9957,334.9747,334.9821,10,5.84653986,-0.00013447
113.13905,37.88725,-3690.33,7965.16,72.5,8779.55,-6.22,13.31,334.9572,334.9747,334.9744,10,5.84640539,-9.165e-05
113.13898,37.88737,-3696.55,7978.47,72.51,8794.24,-6.22,13.32,334.9747,334.9695,334.9691,10,5.84631374,-1.821e-05
113.13891,37.88749,-3702.77,7991.79,72.53,8808.94,-6.23,13.34,334.9695,334.9572,334.9681,10,5.84629553,-7.825e-05
113.13885,37.88762,-3709,8005.12,72.54,8823.66,-6.24,13.34,334.9434,334.9695,334.9636,10,5.84621728,6.684e-05
113.13878,37.88774,-3715.23,8018.46,72.56,8838.39,-6.25,13.37,334.9243,334.9695,334.9674,10,5.84628412,0.00010966
113.13871,37.88786,-3721.49,8031.83,72.57,8853.14,-6.24,13.38,334.9991,334.9523,334.9737,10,5.84639378,4.267e-05
113.13864,37.88798,-3727.72,8045.21,72.59,8867.9,-6.25,13.4,335.006,334.9886,334.9761,10,5.84643645,-6.004e-05
113.13858,37.8881,-3733.97,8058.61,72.6,8882.69,-6.26,13.41,334.9523,334.9886,334.9727,10,5.84637641,0.0001027
113.13851,37.88822,-3740.24,8072.01,72.62,8897.48,-6.26,13.43,334.9886,334.9817,334.9786,10,5.84647911,-2.418e-05
113.13844,37.88835,-3746.5,8085.44,72.63,8912.3,-6.3,13.44,334.8798,334.9523,334.9772,10,5.84645493,-2.418e-05
113.13837,37.88847,-3752.8,8098.88,72.65,8927.14,-6.28,13.46,334.9817,334.9817,334.9758,10,5.84643075,1.172e-05
113.1383,37.88859,-3759.08,8112.34,72.66,8942,-6.3,13.47,334.9352,334.9817,334.9765,10,5.84644247,0.00011442
113.13824,37.88871,-3765.39,8125.82,72.68,8956.87,-6.28,13.52,335.0642,334.9817,334.983,10,5.84655689,-3.002e-05
113.13817,37.88884,-3771.67,8139.33,72.69,8971.78,-6.31,13.53,334.9936,334.985,334.9813,10,5.84652687,-0.00014899
113.1381,37.88896,-3777.98,8152.86,72.71,8986.71,-6.35,13.53,334.8736,334.985,334.9728,10,5.84637788,-0.00011908
113.13803,37.88908,-3784.33,8166.39,72.72,9001.66,-6.33,13.56,334.985,334.9731,334.966,10,5.8462588,-0.0001308
113.13796,37.88921,-3790.66,8179.96,72.74,9016.63,-6.34,13.58,334.9731,334.939,334.9585,10,5.846128,-0.0001308
113.1379,37.88933,-3797,8193.54,72.75,9031.61,-6.37,13.61,334.9321,334.9476,334.951,10,5.8459972,-8.906e-05
113.13783,37.88945,-3803.36,8207.14,72.77,9046.63,-6.36,13.59,334.939,334.9476,334.9459,10,5.84590814,7.219e-05
113.13776,37.88958,-3809.72,8220.74,72.78,9061.64,-6.37,13.62,334.9476,334.9476,334.95,10,5.84598033,4.227e-05
113.13769,37.8897,-3816.08,8234.36,72.8,9076.67,-6.36,13.66,335.0361,334.9476,334.9524,10,5.8460226,4.228e-05
113.13762,37.88983,-3822.44,8248.02,72.81,9091.74,-6.37,13.65,334.9919,334.9597,334.9548,10,5.84606488,4.227e-05
113.13755,37.88995,-3828.81,8261.66,72.83,9106.8,-6.38,13.65,334.9324,334.9597,334.9573,10,5.84610715,4.227e-05
113.13748,37.89008,-3835.19,8275.31,72.84,9121.87,-6.38,13.67,334.9597,334.9597,334.9597,10,5.84614942,-8.781e-05
113.13741,37.8902,-3841.58,8288.98,72.86,9136.95,-6.41,13.67,334.8783,334.9597,334.9547,10,5.84606161,0.00014819
113.13734,37.89032,-3847.99,8302.65,72.87,9152.05,-6.37,13.7,335.07,334.9597,334.9631,10,5.8462098,1.25e-05
113.13728,37.89045,-3854.36,8316.35,72.89,9167.16,-6.39,13.71,335.0191,334.9345,334.9639,10,5.8462223,1.25e-05
113.13721,37.89057,-3860.74,8330.06,72.9,9182.28,-6.42,13.71,334.9125,335.0021,334.9646,10,5.8462348,1.25e-05
113.13714,37.8907,-3867.16,8343.77,72.92,9197.42,-6.42,13.73,334.9345,334.9633,334.9653,10,5.8462473,0.00018298
113.13707,37.89082,-3873.58,8357.5,72.93,9212.58,-6.41,13.75,335.0021,334.9633,334.9758,10,5.84643028,-9.943e-05
113.137,37.89095,-3880,8371.25,72.95,9227.75,-6.44,13.79,334.9633,334.9633,334.9701,10,5.84633085,3.625e-05
113.13693,37.89107,-3886.44,8385.04,72.96,9242.97,-6.43,13.78,334.987,334.987,334.9722,10,5.8463671,-4.55e-06
113.13686,37.8912,-3892.87,8398.82,72.98,9258.18,-6.46,13.8,334.923,334.9737,334.9719,10,5.84636255,3.625e-05
113.13679,37.89133,-3899.33,8412.62,72.99,9273.42,-6.44,13.81,334.9937,334.9737,334.974,10,5.8463988,-8.722e-05
113.13672,37.89145,-3905.77,8426.43,73.01,9288.65,-6.44,13.79,334.9737,334.962,334.969,10,5.84631158,-4.081e-05
113.13665,37.89158,-3912.21,8440.23,73.02,9303.88,-6.44,13.79,334.962,334.9737,334.9666,10,5.84627077,6.025e-05
113.13658,37.8917,-3918.65,8454.01,73.04,9319.09,-6.45,13.79,334.9418,334.962,334.9701,10,5.84633102,0.00010106
113.13651,37.89183,-3925.09,8467.81,73.05,9334.32,-6.42,13.78,335.0194,334.962,334.9759,10,5.84643208,-0.00014584
113.13644,37.89195,-3931.52,8481.59,73.07,9349.53,-6.45,13.79,334.9319,334.9909,334.9675,10,5.84628624,0.00010106
113.13637,37.89208,-3937.96,8495.38,73.08,9364.75,-6.43,13.79,334.9909,334.9909,334.9733,10,5.8463873,0.00017286
113.1363,37.8922,-3944.4,8509.16,73.1,9379.96,-6.41,13.8,335.0685,334.9319,334.9832,10,5.84656016,-0.00019833
113.13623,37.89233,-3950.81,8522.96,73.11,9395.17,-6.44,13.76,334.9271,334.9909,334.9719,10,5.84636183,-0.00019834
113.13616,37.89245,-3957.25,8536.72,73.13,9410.37,-6.45,13.78,334.9153,335.0115,334.9605,10,5.84616349,0.00021474
113.13609,37.89258,-3963.7,8550.5,73.14,9425.58,-6.42,13.78,335.0115,334.9341,334.9728,10,5.84637823,8.64e-06
113.13602,37.89271,-3970.12,8564.28,73.16,9440.78,-6.4,13.77,335.0505,334.9341,334.9733,10,5.84638687,-6.316e-05
113.13595,37.89283,-3976.52,8578.04,73.17,9455.96,-6.44,13.77,334.9341,334.9934,334.9697,10,5.84632371,0.00020697
113.13589,37.89296,-3982.96,8591.81,73.19,9471.16,-6.44,13.76,334.9207,334.9934,334.9815,10,5.84653068,0.00020803
113.13582,37.89308,-3989.4,8605.57,73.2,9486.35,-6.41,13.75,334.9934,334.9934,334.9935,10,5.84673871,8.912e-05
113.13575,37.89321,-3995.81,8619.31,73.22,9501.52,-6.39,13.76,335.0711,334.9934,334.9986,10,5.84682783,1.04e-06
113.13568,37.89333,-4002.21,8633.07,73.23,9516.69,-6.4,13.74,335.0189,334.9937,334.9986,10,5.84682887,-0.0001516
